,QUERYID,EXPLAIN_TIME,QUERY,SORT_SHRHEAP_TOP
56,138,2024-10-08-04.56.00.051638,"SELECT TPCDS.CATALOG_SALES.CS_QUANTITY , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK >= 2451505 AND TPCDS.CATALOG_SALES.CS_EXT_SALES_PRICE <= +00964.89",945
57,145,2024-10-08-04.56.09.802006,"SELECT TPCDS.WEB_SITE.WEB_COMPANY_ID , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_MKT_ID >= 5 AND TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 2023",18
58,147,2024-10-08-04.56.12.686851,"SELECT TPCDS.CUSTOMER.C_BIRTH_DAY , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM = 27 AND TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK >= 2451190",47
59,153,2024-10-08-04.56.21.947106,"SELECT TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WHOLESALE_COST >= +00011.45 AND TPCDS.DATE_DIM2.D_DOM = 19",47
60,154,2024-10-08-04.56.32.634995,"SELECT TPCDS.WEB_SALES.WS_SHIP_ADDR_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_LAST_DOM <= 2488372 AND TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP >= +00596.64",814
61,156,2024-10-08-04.56.36.963914,"SELECT TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DATE_SK <= 2457313 AND TPCDS.DATE_DIM2.D_FIRST_DOM >= 2420711",852
62,157,2024-10-08-04.56.41.354020,"SELECT TPCDS.CATALOG_SALES.CS_NET_PROFIT , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST >= +00211.14 AND TPCDS.DATE_DIM2.D_QOY = 2",244
63,162,2024-10-08-04.56.53.646823,"SELECT TPCDS.CATALOG_SALES.CS_WHOLESALE_COST , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_CATALOG_PAGE_SK >= 6778 AND TPCDS.CATALOG_SALES.CS_COUPON_AMT <= +01989.31",945
64,163,2024-10-08-04.56.56.089604,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW <= 3 AND TPCDS.DATE_DIM2.D_MONTH_SEQ >= 882",391
65,171,2024-10-08-04.57.09.542687,"SELECT TPCDS.DATE_DIM2.D_DATE_SK , TPCDS.WEB_SALES.WS_BILL_ADDR_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 5 AND TPCDS.DATE_DIM2.D_WEEK_SEQ <= 8320",156
66,172,2024-10-08-04.57.11.528579,"SELECT TPCDS.CATALOG_SALES.CS_EXT_TAX , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK >= 2452590 AND TPCDS.CATALOG_SALES.CS_SHIP_HDEMO_SK <= 2983",415
67,173,2024-10-08-04.57.14.236639,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_CDEMO_SK , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK = 4 AND TPCDS.CATALOG_SALES.CS_EXT_WHOLESALE_COST <= +00562.02",697
68,174,2024-10-08-04.57.19.084440,"SELECT TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_WHOLESALE_COST <= +00083.60 AND TPCDS.WEB_SALES.WS_BILL_CUSTOMER_SK <= 39507",828
69,175,2024-10-08-04.57.20.550171,"SELECT TPCDS.WEB_SITE.WEB_COMPANY_ID , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_WEEK_SEQ <= 7212 AND TPCDS.WEB_SITE.WEB_COMPANY_ID <= 6",18
70,176,2024-10-08-04.57.24.052846,"SELECT TPCDS.WEB_SALES.WS_WEB_SITE_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_COUPON_AMT <= +00681.12 AND TPCDS.WEB_SALES.WS_WAREHOUSE_SK = 2",945
71,182,2024-10-08-04.57.33.074208,"SELECT TPCDS.WEB_SITE.WEB_MKT_ID , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY <= 4 AND TPCDS.DATE_DIM2.D_SAME_DAY_LQ <= 2473171",18
72,184,2024-10-08-04.57.37.519882,"SELECT TPCDS.WEB_SALES.WS_ORDER_NUMBER , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_ADDR_SK >= 44568 AND TPCDS.DATE_DIM2.D_SAME_DAY_LY <= 2465134",653
73,188,2024-10-08-04.57.53.650179,"SELECT TPCDS.WEB_SALES.WS_BILL_CUSTOMER_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_EXT_SALES_PRICE >= +00000.00 AND TPCDS.DATE_DIM2.D_MOY <= 10",796
74,199,2024-10-08-04.58.11.336313,"SELECT TPCDS.WEB_SALES.WS_SHIP_DATE_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SOLD_TIME_SK >= 19524 AND TPCDS.WEB_SALES.WS_SALES_PRICE <= +00000.00",66
75,201,2024-10-08-04.58.19.996257,"SELECT TPCDS.WEB_SALES.WS_ORDER_NUMBER , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_PROMO_SK >= 173 AND TPCDS.DATE_DIM2.D_DATE_SK >= 2438089",654
76,203,2024-10-08-04.58.35.260762,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_ADDR_SK , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST <= +00782.13 AND TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK >= 919",945
77,205,2024-10-08-04.58.40.233048,"SELECT TPCDS.CUSTOMER.C_BIRTH_DAY , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ <= 763 AND TPCDS.DATE_DIM2.D_YEAR >= 1900",891
78,206,2024-10-08-04.58.41.700348,"SELECT TPCDS.WEB_SITE.WEB_TAX_PERCENTAGE , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_DATE_SK >= 2426555 AND TPCDS.DATE_DIM2.D_MONTH_SEQ >= 785",18
79,208,2024-10-08-04.58.45.298500,"SELECT TPCDS.WEB_SALES.WS_SALES_PRICE , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_EXT_TAX <= +00071.67 AND TPCDS.DATE_DIM2.D_DOM <= 2",70
80,209,2024-10-08-04.58.47.273870,"SELECT TPCDS.CUSTOMER.C_CURRENT_ADDR_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_LAST_DOM <= 2484841 AND TPCDS.DATE_DIM2.D_QOY <= 1",246
81,210,2024-10-08-04.58.52.602128,"SELECT TPCDS.CATALOG_SALES.CS_EXT_SALES_PRICE , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 4 AND TPCDS.DATE_DIM2.D_QOY <= 4",173
82,216,2024-10-08-04.59.02.822611,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK <= 2399 AND TPCDS.CATALOG_SALES.CS_CATALOG_PAGE_SK >= 5976",266
83,218,2024-10-08-04.59.06.072057,"SELECT TPCDS.WEB_PAGE.WP_LINK_COUNT , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.DATE_DIM2.D_LAST_DOM <= 2487885 AND TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK >= 2452555",18
84,219,2024-10-08-04.59.09.599380,"SELECT TPCDS.WEB_SALES.WS_COUPON_AMT , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_PROMO_SK >= 91 AND TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX <= +00616.97",945
85,222,2024-10-08-04.59.17.713645,"SELECT TPCDS.CATALOG_SALES.CS_EXT_TAX , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK <= 47477 AND TPCDS.DATE_DIM2.D_QOY <= 1",260
86,223,2024-10-08-04.59.19.356835,"SELECT TPCDS.CATALOG_PAGE.CP_START_DATE_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY = 1 AND TPCDS.DATE_DIM2.D_DOW = 0",20
87,227,2024-10-08-04.59.25.635113,"SELECT TPCDS.WEB_SITE.WEB_COMPANY_ID , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_COMPANY_ID <= 3 AND TPCDS.WEB_SITE.WEB_SITE_SK >= 6",18
88,228,2024-10-08-04.59.28.854436,"SELECT TPCDS.CATALOG_SALES.CS_EXT_WHOLESALE_COST , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT <= +00943.68 AND TPCDS.CATALOG_SALES.CS_CATALOG_PAGE_SK >= 7889",945
89,229,2024-10-08-04.59.44.360348,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM <= 29 AND TPCDS.CATALOG_SALES.CS_EXT_WHOLESALE_COST >= +01179.36",891
90,230,2024-10-08-04.59.46.098122,"SELECT TPCDS.DATE_DIM2.D_DOW , TPCDS.WEB_SALES.WS_SHIP_MODE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SALES.WS_PROMO_SK = 61 AND TPCDS.WEB_SALES.WS_EXT_WHOLESALE_COST <= +05049.68",44
91,231,2024-10-08-05.00.01.980596,"SELECT TPCDS.DATE_DIM2.D_FIRST_DOM , TPCDS.CATALOG_SALES.CS_NET_PROFIT FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK >= 2 AND TPCDS.DATE_DIM2.D_QUARTER_SEQ <= 801",943
92,233,2024-10-08-05.00.13.618441,"SELECT TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW >= 4 AND TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK >= 299562",412
93,234,2024-10-08-05.00.23.056196,"SELECT TPCDS.CATALOG_SALES.CS_NET_PROFIT , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK <= 3083 AND TPCDS.CATALOG_SALES.CS_QUANTITY >= 20",945
94,238,2024-10-08-05.00.33.061712,"SELECT TPCDS.DATE_DIM2.D_LAST_DOM , TPCDS.CATALOG_SALES.CS_QUANTITY FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 1 AND TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK >= 1",163
95,241,2024-10-08-05.00.37.973241,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_NUMBER , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LY >= 2414713 AND TPCDS.DATE_DIM2.D_MOY = 12",79
96,242,2024-10-08-05.00.40.666048,"SELECT TPCDS.WEB_SALES.WS_EXT_SALES_PRICE , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_ADDR_SK >= 5488 AND TPCDS.DATE_DIM2.D_MOY = 3",102
97,246,2024-10-08-05.00.48.321044,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_PROMO_SK >= 290 AND TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK <= 61169",428
98,255,2024-10-08-05.01.02.780788,"SELECT TPCDS.STORE.S_MARKET_ID , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LQ <= 2461926 AND TPCDS.STORE.S_CLOSED_DATE_SK >= 2450910",18
99,260,2024-10-08-05.01.11.007594,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK <= 3109 AND TPCDS.DATE_DIM2.D_DOW = 1",53
100,261,2024-10-08-05.01.18.696074,"SELECT TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ , TPCDS.WEB_SALES.WS_SHIP_MODE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_MONTH_SEQ <= 2047 AND TPCDS.WEB_SALES.WS_SOLD_DATE_SK >= 2451777",802
101,265,2024-10-08-05.01.29.760036,"SELECT TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK >= 2450833 AND TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK = 4",476
102,268,2024-10-08-05.01.35.677396,"SELECT TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK >= 788 AND TPCDS.CUSTOMER.C_BIRTH_MONTH <= 7",556
103,270,2024-10-08-05.01.39.085489,"SELECT TPCDS.WEB_SALES.WS_SOLD_TIME_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY >= 7 AND TPCDS.DATE_DIM2.D_QOY <= 2",227
104,271,2024-10-08-05.01.40.817871,"SELECT TPCDS.DATE_DIM2.D_DATE_SK , TPCDS.CATALOG_PAGE.CP_START_DATE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_PAGE ON TPCDS.CATALOG_PAGE.CP_END_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LQ >= 2415148 AND TPCDS.DATE_DIM2.D_DATE_SK >= 2418866",160
105,274,2024-10-08-05.01.45.787778,"SELECT TPCDS.WEB_SITE.WEB_MKT_ID , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_SITE_SK >= 17 AND TPCDS.DATE_DIM2.D_DATE_SK >= 2426555",18
106,277,2024-10-08-05.01.51.063024,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SHIP_CDEMO_SK <= 294400 AND TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK = 2",147
107,279,2024-10-08-05.01.57.304401,"SELECT TPCDS.WEB_SALES.WS_QUANTITY , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_EXT_SALES_PRICE <= +00984.84 AND TPCDS.WEB_SALES.WS_LIST_PRICE <= +00061.21",945
108,281,2024-10-08-05.02.03.330288,"SELECT TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_ITEM_SK >= 16106 AND TPCDS.CATALOG_SALES.CS_COUPON_AMT <= +00276.61",1723
109,288,2024-10-08-05.02.16.158187,"SELECT TPCDS.CUSTOMER.C_CURRENT_ADDR_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM = 6 AND TPCDS.CUSTOMER.C_BIRTH_YEAR >= 1992",20
110,290,2024-10-08-05.02.20.267643,"SELECT TPCDS.CUSTOMER.C_BIRTH_DAY , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM = 10 AND TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK >= 2448998",45
111,293,2024-10-08-05.02.25.705047,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY = 4 AND TPCDS.DATE_DIM2.D_DOW >= 1",164
